date,FTSE100,GDP,GNIph,EG,IR,CPI,UR,EI,AWE,LC,BDIR,BCIR,I,FDI,IP,RS,HP,PMI
01/01/1985,1280.8,99.37,1733,0.8,0.36,42.5,11.5,8581,5.5,11.5,3.42,5.05,20.97,277,20.97,72.7,50.51,54.2
01/02/1985,1259.7,99.37,1733,0.8,0.77,42.83,11.5,8578,5.5,11.5,3.42,5.05,20.97,277,20.97,72.7,50.51,54.2
01/03/1985,1277.0,99.37,1733,0.8,0.98,43.25,11.4,8572,5.5,11.4,3.42,5.05,20.97,277,20.97,72.7,50.51,54.2
01/04/1985,1291.0,100.24,1804,2.1,2.16,44.18,11.4,8581,5.5,11.4,3.42,5.05,19.9,-119,19.9,72.7,50.51,54.2
01/05/1985,1313.0,100.24,1804,2.1,0.42,44.36,11.4,8572,5.5,11.4,3.42,5.05,19.9,-119,19.9,72.7,50.51,54.2
01/06/1985,1234.9,100.24,1804,2.1,0.21,44.46,11.3,8572,5.5,11.3,3.42,5.05,19.9,-119,19.9,72.7,50.51,54.2
01/07/1985,1261.7,104.8,1832,0.1,-0.21,44.36,11.3,8568,5.5,11.3,3.42,5.05,20.53,-226,20.53,72.7,50.51,54.2
01/08/1985,1340.8,104.8,1832,0.1,0.32,44.5,11.3,8558,5.5,11.3,3.42,5.05,20.53,-226,20.53,72.7,50.51,54.2
01/09/1985,1290.0,104.8,1832,0.1,-0.1,44.46,11.3,8549,5.5,11.3,3.42,5.05,20.53,-226,20.53,72.7,50.51,54.2
01/10/1985,1377.2,110.02,1865,0.2,0.21,44.55,11.3,8544,5.5,11.3,3.42,5.05,20.92,-1021,20.92,72.7,50.51,54.2
01/11/1985,1439.1,110.02,1865,0.2,0.31,44.69,11.3,8543,5.5,11.3,3.42,5.05,20.92,-1021,20.92,72.7,50.51,54.2
01/12/1985,1412.6,110.02,1865,0.2,0.1,44.74,11.3,8543,5.5,11.3,3.42,5.05,20.92,-1021,20.92,72.7,50.51,54.2
01/01/1986,1435.0,108.53,1904,1.1,0.21,44.83,11.3,8536,5.5,11.3,3.42,5.05,21.15,-163,21.15,72.7,50.51,54.2
01/02/1986,1543.9,108.53,1904,1.1,0.42,45.02,11.3,8531,5.5,11.3,3.42,5.05,21.15,-163,21.15,72.7,50.51,54.2
01/03/1986,1668.8,108.53,1904,1.1,0.1,45.06,11.3,8528,5.5,11.3,3.42,5.05,21.15,-163,21.15,72.7,50.51,54.2
01/04/1986,1660.5,108.05,1933,0.7,1.03,45.53,11.3,8523,5.5,11.3,3.42,5.05,20.91,-347,20.91,72.7,50.51,54.2
01/05/1986,1602.8,108.05,1933,0.7,0.1,45.58,11.3,8517,5.5,11.3,3.42,5.05,20.91,-347,20.91,72.7,50.51,54.2
01/06/1986,1649.8,108.05,1933,0.7,0.0,45.58,11.4,8495,5.5,11.4,3.42,5.05,20.91,-347,20.91,72.7,50.51,54.2
01/07/1986,1558.1,111.62,1958,0.5,-0.31,45.44,11.4,8467,5.5,11.4,3.42,5.05,22.4,-626,22.4,72.7,50.51,54.2
01/08/1986,1661.2,111.62,1958,0.5,0.31,45.58,11.4,8446,5.5,11.4,3.42,5.05,22.4,-626,22.4,72.7,50.51,54.2
01/09/1986,1555.8,111.62,1958,0.5,0.51,45.81,11.3,8441,5.5,11.3,3.42,5.05,22.4,-626,22.4,72.7,50.51,54.2
01/10/1986,1632.1,118.44,2026,1.8,0.2,45.9,11.3,8423,5.5,11.3,3.42,5.05,23.9,-2157,23.9,72.7,50.51,54.2
01/11/1986,1636.7,118.44,2026,1.8,0.81,46.28,11.3,8416,5.5,11.3,3.42,5.05,23.9,-2157,23.9,72.7,50.51,54.2
01/12/1986,1679.0,118.44,2026,1.8,0.3,46.42,11.2,8407,5.5,11.2,3.42,5.05,23.9,-2157,23.9,72.7,50.51,54.2
01/01/1987,1808.3,117.3,2083,0.9,0.4,46.6,11.2,8409,5.5,11.2,3.42,5.05,23.5,-524,23.5,72.7,50.51,54.2
01/02/1987,1979.2,117.3,2083,0.9,0.4,46.79,11.1,8419,5.5,11.1,3.42,5.05,23.5,-524,23.5,72.7,50.51,54.2
01/03/1987,1997.6,117.3,2083,0.9,0.2,46.88,11.0,8407,5.5,11.0,3.42,5.05,23.5,-524,23.5,72.7,50.51,54.2
01/04/1987,2050.5,118.83,2139,1.5,1.19,47.44,10.9,8384,5.5,10.9,3.42,5.05,25.01,-837,25.01,72.7,50.51,54.2
01/05/1987,2203.0,118.83,2139,1.5,0.1,47.49,10.7,8360,5.5,10.7,3.42,5.05,25.01,-837,25.01,72.7,50.51,54.2
01/06/1987,2284.1,118.83,2139,1.5,0.0,47.49,10.6,8334,5.5,10.6,3.42,5.05,25.01,-837,25.01,72.7,50.51,54.2
01/07/1987,2360.9,127.02,2225,2.4,-0.1,47.44,10.4,8312,5.5,10.4,3.42,5.05,27.58,-864,27.58,72.7,50.51,54.2
01/08/1987,2249.7,127.02,2225,2.4,0.29,47.58,10.2,8283,5.5,10.2,3.42,5.05,27.58,-864,27.58,72.7,50.51,54.2
01/09/1987,2366.0,127.02,2225,2.4,0.29,47.72,10.0,8267,5.5,10.0,3.42,5.05,27.58,-864,27.58,72.7,50.51,54.2
01/10/1987,1749.8,132.99,2260,1.1,0.49,47.95,9.9,8250,5.5,9.9,3.42,5.05,28.55,-1290,28.55,72.7,50.51,54.2
01/11/1987,1579.9,132.99,2260,1.1,0.49,48.19,9.7,8230,5.5,9.7,3.42,5.05,28.55,-1290,28.55,72.7,50.51,54.2
01/12/1987,1713.9,132.99,2260,1.1,-0.1,48.14,9.5,8205,5.5,9.5,3.42,5.05,28.55,-1290,28.55,72.7,50.51,54.2
01/01/1988,1790.8,132.13,2333,1.8,0.0,48.14,9.4,8182,5.5,9.4,3.42,5.05,29.88,-866,29.88,72.7,50.51,54.2
01/02/1988,1768.8,132.13,2333,1.8,0.21,48.24,9.2,8169,5.5,9.2,3.42,5.05,29.88,-866,29.88,72.7,50.51,54.2
01/03/1988,1742.5,132.13,2333,1.8,0.41,48.44,9.0,8159,5.5,9.0,3.42,5.05,29.88,-866,29.88,72.7,50.51,54.2
01/04/1988,1802.2,134.22,2391,0.6,1.23,49.03,8.9,8153,5.5,8.9,3.42,5.05,31.16,-1203,31.16,72.7,50.51,54.2
01/05/1988,1784.5,134.22,2391,0.6,0.41,49.23,8.7,8140,5.5,8.7,3.42,5.05,31.16,-1203,31.16,72.7,50.51,54.2
01/06/1988,1857.6,134.22,2391,0.6,0.4,49.43,8.6,8134,5.5,8.6,3.42,5.05,31.16,-1203,31.16,72.7,50.51,54.2
01/07/1988,1853.6,140.85,2464,1.5,0.0,49.43,8.5,8121,5.5,8.5,3.42,5.05,32.39,-796,32.39,72.7,50.51,54.2
01/08/1988,1753.6,140.85,2464,1.5,0.4,49.63,8.4,8090,5.5,8.4,3.42,5.05,32.39,-796,32.39,72.7,50.51,54.2
01/09/1988,1826.5,140.85,2464,1.5,0.4,49.83,8.3,8065,5.5,8.3,3.42,5.05,32.39,-796,32.39,72.7,50.51,54.2
01/10/1988,1852.4,148.41,2538,0.9,0.4,50.03,8.2,8042,5.5,8.2,3.42,5.05,33.17,-2700,33.17,72.7,50.51,54.2
01/11/1988,1792.4,148.41,2538,0.9,0.4,50.23,8.0,8031,5.5,8.0,3.42,5.05,33.17,-2700,33.17,72.7,50.51,54.2
01/12/1988,1793.1,148.41,2538,0.9,0.2,50.33,7.9,8011,5.5,7.9,3.42,5.05,33.17,-2700,33.17,72.7,50.51,54.2
01/01/1989,2051.8,146.66,2602,0.4,0.2,50.43,7.7,7985,5.5,7.7,3.42,5.05,36.02,85,36.02,72.7,50.51,54.2
01/02/1989,2002.4,146.66,2602,0.4,0.39,50.63,7.6,7949,5.5,7.6,3.42,5.05,36.02,85,36.02,72.7,50.51,54.2
01/03/1989,2075.0,146.66,2602,0.4,0.39,50.82,7.4,7933,5.5,7.4,3.42,5.05,36.02,85,36.02,72.7,50.51,54.2
01/04/1989,2118.0,148.66,2640,0.7,1.37,51.52,7.3,7930,5.5,7.3,3.42,5.05,36.46,-480,36.46,72.7,50.51,54.2
01/05/1989,2114.4,148.66,2640,0.7,0.58,51.82,7.2,7936,5.5,7.2,3.42,5.05,36.46,-480,36.46,72.7,50.51,54.2
01/06/1989,2151.0,148.66,2640,0.7,0.38,52.02,7.2,7934,5.5,7.2,3.42,5.05,36.46,-480,36.46,72.7,50.51,54.2
01/07/1989,2297.0,155.79,2705,0.1,0.0,52.02,7.1,7938,5.5,7.1,3.42,5.05,38.14,-1071,38.14,72.7,50.51,54.2
01/08/1989,2387.9,155.79,2705,0.1,0.0,52.02,7.1,7930,5.5,7.1,3.42,5.05,38.14,-1071,38.14,72.7,50.51,54.2
01/09/1989,2299.4,155.79,2705,0.1,0.76,52.42,7.1,7920,5.5,7.1,3.42,5.05,38.14,-1071,38.14,72.7,50.51,54.2
01/10/1989,2142.6,163.41,2759,0.1,0.76,52.81,7.0,7901,5.5,7.0,3.42,5.05,38.26,-3594,38.26,72.7,50.51,54.2
01/11/1989,2276.8,163.41,2759,0.1,0.38,53.01,7.0,7887,5.5,7.0,3.42,5.05,38.26,-3594,38.26,72.7,50.51,54.2
01/12/1989,2422.7,163.41,2759,0.1,0.19,53.11,7.0,7891,5.5,7.0,3.42,5.05,38.26,-3594,38.26,72.7,50.51,54.2
01/01/1990,2337.3,160.53,2808,0.7,0.37,53.31,6.9,7890,5.5,6.9,3.42,5.05,39.01,-1184,39.01,72.7,50.51,54.2
01/02/1990,2255.4,160.53,2808,0.7,0.56,53.61,6.9,7897,5.5,6.9,3.42,5.05,39.01,-1184,39.01,72.7,50.51,54.2
01/03/1990,2247.9,160.53,2808,0.7,0.56,53.91,6.9,7892,5.5,6.9,3.42,5.05,39.01,-1184,39.01,72.7,50.51,54.2
01/04/1990,2103.4,163.67,2882,0.5,1.85,54.9,6.9,7883,5.5,6.9,3.42,5.05,39.03,-776,39.03,72.7,50.51,54.2
01/05/1990,2345.1,163.67,2882,0.5,0.91,55.4,6.9,7877,5.5,6.9,3.42,5.05,39.03,-776,39.03,72.7,50.51,54.2
01/06/1990,2374.6,163.67,2882,0.5,0.36,55.6,6.9,7875,5.5,6.9,3.42,5.05,39.03,-776,39.03,72.7,50.51,54.2
01/07/1990,2326.2,170.0,2950,-1.0,-0.18,55.5,7.0,7874,5.5,7.0,3.42,5.05,39.25,-1869,39.25,72.7,50.51,54.2
01/08/1990,2162.8,170.0,2950,-1.0,1.08,56.1,7.1,7889,5.5,7.1,3.42,5.05,39.25,-1869,39.25,72.7,50.51,54.2
01/09/1990,1990.2,170.0,2950,-1.0,1.06,56.69,7.2,7906,5.5,7.2,3.42,5.05,39.25,-1869,39.25,72.7,50.51,54.2
01/10/1990,2050.3,174.73,2951,-0.3,0.7,57.09,7.3,7919,5.5,7.3,3.42,5.05,39.35,-2424,39.35,72.7,50.51,54.2
01/11/1990,2149.4,174.73,2951,-0.3,0.17,57.19,7.5,7934,5.5,7.5,3.42,5.05,39.35,-2424,39.35,72.7,50.51,54.2
01/12/1990,2143.5,174.73,2951,-0.3,-0.17,57.09,7.6,7965,5.5,7.6,3.42,5.05,39.35,-2424,39.35,72.7,50.51,54.2
01/01/1991,2170.3,170.12,2993,-0.3,0.0,57.09,7.8,7984,5.5,7.8,3.42,5.05,37.8,-984,37.8,72.7,50.51,54.2
01/02/1991,2380.9,170.12,2993,-0.3,0.52,57.39,8.0,8005,5.5,8.0,3.42,5.05,37.8,-984,37.8,72.7,50.51,54.2
01/03/1991,2456.5,170.12,2993,-0.3,0.35,57.59,8.2,8017,5.5,8.2,3.42,5.05,37.8,-984,37.8,72.7,50.51,54.2
01/04/1991,2486.2,172.58,3023,-0.1,3.45,59.58,8.5,8036,5.5,8.5,3.42,5.05,37.34,-1292,37.34,72.7,50.51,54.2
01/05/1991,2499.5,172.58,3023,-0.1,0.67,59.98,8.7,8083,5.5,8.7,3.42,5.05,37.34,-1292,37.34,72.7,50.51,54.2
01/06/1991,2414.8,172.58,3023,-0.1,0.5,60.27,8.8,8118,5.5,8.8,3.42,5.05,37.34,-1292,37.34,72.7,50.51,54.2
01/07/1991,2588.8,178.58,3053,-0.2,-0.33,60.07,9.0,8149,5.5,9.0,3.42,5.05,36.32,-1455,36.32,72.7,50.51,54.2
01/08/1991,2645.7,178.58,3053,-0.2,0.5,60.37,9.2,8186,5.5,9.2,3.42,5.05,36.32,-1455,36.32,72.7,50.51,54.2
01/09/1991,2621.7,178.58,3053,-0.2,0.49,60.67,9.3,8229,5.5,9.3,3.42,5.05,36.32,-1455,36.32,72.7,50.51,54.2
01/10/1991,2566.0,184.18,3105,0.2,0.49,60.97,9.4,8278,5.5,9.4,3.42,5.05,36.71,-2010,36.71,72.7,50.51,54.2
01/11/1991,2420.2,184.18,3105,0.2,0.33,61.17,9.5,8317,5.5,9.5,3.42,5.05,36.71,-2010,36.71,72.7,50.51,54.2
01/12/1991,2493.1,184.18,3105,0.2,0.16,61.27,9.5,8356,5.5,9.5,3.42,5.05,36.71,-2010,36.71,72.7,50.51,54.2
01/01/1992,2571.2,179.5,3142,0.0,-0.32,61.07,9.6,8378,5.5,9.6,3.42,5.05,36.4,-691,36.4,72.7,50.51,54.2
01/02/1992,2562.1,179.5,3142,0.0,0.49,61.37,9.7,8383,5.5,9.7,3.42,5.05,36.4,-691,36.4,72.7,50.51,54.2
01/03/1992,2440.1,179.5,3142,0.0,0.49,61.67,9.8,8398,5.5,9.8,3.42,5.05,36.4,-691,36.4,72.7,50.51,54.2
01/04/1992,2654.1,178.57,3151,-0.1,1.13,62.36,9.8,8428,5.5,9.8,3.42,5.05,35.61,-988,35.61,72.7,50.51,54.2
01/05/1992,2707.6,178.57,3151,-0.1,0.32,62.56,9.8,8481,5.5,9.8,3.42,5.05,35.61,-988,35.61,72.7,50.51,54.2
01/06/1992,2521.2,178.57,3151,-0.1,0.0,62.56,9.9,8507,5.5,9.9,3.42,5.05,35.61,-988,35.61,72.7,50.51,54.2
01/07/1992,2399.6,182.75,3165,0.6,-0.48,62.26,9.9,8501,5.5,9.9,3.42,5.05,34.91,-1186,34.91,72.7,50.51,54.2
01/08/1992,2312.6,182.75,3165,0.6,0.0,62.26,9.9,8512,5.5,9.9,3.42,5.05,34.91,-1186,34.91,72.7,50.51,54.2
01/09/1992,2553.0,182.75,3165,0.6,0.48,62.56,10.1,8526,5.5,10.1,3.42,5.05,34.91,-1186,34.91,72.7,50.51,54.2
01/10/1992,2658.3,189.76,3204,0.7,0.32,62.76,10.2,8511,5.5,10.2,3.42,5.05,34.92,-2238,34.92,72.7,50.51,54.2
01/11/1992,2778.8,189.76,3204,0.7,0.0,62.76,10.4,8536,5.5,10.4,3.42,5.05,34.92,-2238,34.92,72.7,50.51,54.2
01/12/1992,2846.5,189.76,3204,0.7,0.16,62.86,10.5,8519,5.5,10.5,3.42,5.05,34.92,-2238,34.92,72.7,50.51,54.2
01/01/1993,2807.2,186.05,3278,0.7,-0.63,62.46,10.7,8507,5.5,10.7,3.42,5.05,35.77,-888,35.77,72.7,50.51,54.2
01/02/1993,2868.0,186.05,3278,0.7,0.64,62.86,10.6,8519,5.5,10.6,3.42,5.05,35.77,-888,35.77,72.7,50.51,54.2
01/03/1993,2878.7,186.05,3278,0.7,0.47,63.16,10.6,8557,5.5,10.6,3.42,5.05,35.77,-888,35.77,72.7,50.51,54.2
01/04/1993,2813.1,187.1,3288,0.5,1.1,63.85,10.5,8557,5.5,10.5,3.42,5.05,35.48,-625,35.48,72.7,50.51,54.2
01/05/1993,2840.7,187.1,3288,0.5,0.47,64.15,10.4,8565,5.5,10.4,3.42,5.05,35.48,-625,35.48,72.7,50.51,54.2
01/06/1993,2900.0,187.1,3288,0.5,-0.16,64.05,10.4,8565,5.5,10.4,3.42,5.05,35.48,-625,35.48,72.7,50.51,54.2
01/07/1993,2926.5,193.97,3346,0.8,-0.31,63.85,10.3,8606,5.5,10.3,3.42,5.05,35.6,-1653,35.6,72.7,50.51,54.2
01/08/1993,3100.0,193.97,3346,0.8,0.47,64.15,10.2,8583,5.5,10.2,3.42,5.05,35.6,-1653,35.6,72.7,50.51,54.2
01/09/1993,3037.5,193.97,3346,0.8,0.47,64.45,10.3,8586,5.5,10.3,3.42,5.05,35.6,-1653,35.6,72.7,50.51,54.2
01/10/1993,3171.0,202.05,3367,0.7,-0.15,64.35,10.2,8589,5.5,10.2,3.42,5.05,36.54,-2545,36.54,72.7,50.51,54.2
01/11/1993,3166.9,202.05,3367,0.7,-0.31,64.15,10.3,8585,5.5,10.3,3.42,5.05,36.54,-2545,36.54,72.7,50.51,54.2
01/12/1993,3418.4,202.05,3367,0.7,0.31,64.35,10.3,8585,5.5,10.3,3.42,5.05,36.54,-2545,36.54,72.7,50.51,54.2
01/01/1994,3491.8,197.68,3453,1.2,-0.46,64.05,10.1,8587,5.5,10.1,3.42,5.05,36.79,-2019,36.79,72.7,50.51,54.2
01/02/1994,3328.1,197.68,3453,1.2,0.47,64.35,9.9,8580,5.5,9.9,3.42,5.05,36.79,-2019,36.79,72.7,50.51,54.2
01/03/1994,3086.4,197.68,3453,1.2,0.31,64.55,9.8,8586,5.5,9.8,3.42,5.05,36.79,-2019,36.79,72.7,50.51,54.2
01/04/1994,3125.3,197.19,3469,1.2,0.92,65.15,9.7,8607,5.5,9.7,3.42,5.05,36.54,-1609,36.54,72.7,50.51,54.2
01/05/1994,2970.5,197.19,3469,1.2,0.31,65.35,9.7,8626,5.5,9.7,3.42,5.05,36.54,-1609,36.54,72.7,50.51,54.2
01/06/1994,2919.2,197.19,3469,1.2,0.0,65.35,9.6,8600,5.5,9.6,3.42,5.05,36.54,-1609,36.54,72.7,50.51,54.2
01/07/1994,3082.6,203.8,3517,1.1,-0.61,64.95,9.5,8622,5.5,9.5,3.42,5.05,36.91,-2794,36.91,72.7,50.51,54.2
01/08/1994,3251.3,203.8,3517,1.1,0.61,65.35,9.4,8643,5.5,9.4,3.42,5.05,36.91,-2794,36.91,72.7,50.51,54.2
01/09/1994,3026.3,203.8,3517,1.1,0.15,65.45,9.3,8682,5.5,9.3,3.42,5.05,36.91,-2794,36.91,72.7,50.51,54.2
01/10/1994,3097.4,210.82,3572,0.6,-0.3,65.25,9.1,8721,5.5,9.1,3.42,5.05,37.6,-3452,37.6,72.7,50.51,54.2
01/11/1994,3081.4,210.82,3572,0.6,0.15,65.35,9.0,8761,5.5,9.0,3.42,5.05,37.6,-3452,37.6,72.7,50.51,54.2
01/12/1994,3065.5,210.82,3572,0.6,0.46,65.64,8.9,8805,5.5,8.9,3.42,5.05,37.6,-3452,37.6,72.7,50.51,54.2
01/01/1995,2991.6,207.21,3582,0.4,0.0,65.64,8.9,8767,5.5,8.9,3.42,5.05,37.04,-1298,37.04,72.7,50.51,54.2
01/02/1995,3009.3,207.21,3582,0.4,0.45,65.94,8.9,8736,5.5,8.9,3.42,5.05,37.04,-1298,37.04,72.7,50.51,54.2
01/03/1995,3137.9,207.21,3582,0.4,0.45,66.24,8.8,8719,5.5,8.8,3.42,5.05,37.04,-1298,37.04,72.7,50.51,54.2
01/04/1995,3216.7,207.35,3625,0.4,0.6,66.64,8.8,8709,5.5,8.8,3.42,5.05,37.82,-1079,37.82,72.7,50.51,54.2
01/05/1995,3319.4,207.35,3625,0.4,0.6,67.04,8.7,8717,5.5,8.7,3.42,5.05,37.82,-1079,37.82,72.7,50.51,54.2
01/06/1995,3314.6,207.35,3625,0.4,0.0,67.04,8.7,8691,5.5,8.7,3.42,5.05,37.82,-1079,37.82,72.7,50.51,54.2
01/07/1995,3463.3,213.42,3695,1.0,-0.59,66.64,8.6,8657,5.5,8.6,3.42,5.05,38.72,-2374,38.72,72.7,50.51,54.2
01/08/1995,3477.8,213.42,3695,1.0,0.6,67.04,8.6,8647,5.5,8.6,3.42,5.05,38.72,-2374,38.72,72.7,50.51,54.2
01/09/1995,3508.2,213.42,3695,1.0,0.45,67.34,8.6,8647,5.5,8.6,3.42,5.05,38.72,-2374,38.72,72.7,50.51,54.2
01/10/1995,3529.1,222.2,3732,0.2,-0.15,67.24,8.6,8657,5.5,8.6,3.42,5.05,39.72,-4373,39.72,72.7,50.51,54.2
01/11/1995,3664.3,222.2,3732,0.2,0.0,67.24,8.3,8643,5.5,8.3,3.42,5.05,39.72,-4373,39.72,72.7,50.51,54.2
01/12/1995,3689.3,222.2,3732,0.2,0.59,67.63,8.4,8619,5.5,8.4,3.42,5.05,39.72,-4373,39.72,72.7,50.51,54.2
01/01/1996,3759.3,220.56,3807,0.6,-0.29,67.43,8.3,8647,5.5,8.3,3.42,5.05,41.23,-2769,41.23,72.7,50.51,54.2
01/02/1996,3727.6,220.56,3807,0.6,0.44,67.73,8.2,8688,5.5,8.2,3.42,5.05,41.23,-2769,41.23,72.7,50.51,54.2
01/03/1996,3699.7,220.56,3807,0.6,0.44,68.03,8.3,8675,5.5,8.3,3.42,5.05,41.23,-2769,41.23,72.7,50.51,54.2
01/04/1996,3817.9,222.58,3879,0.3,0.44,68.33,8.3,8663,5.5,8.3,3.42,5.05,43.05,-1785,43.05,72.7,50.51,54.2
01/05/1996,3747.8,222.58,3879,0.3,0.29,68.53,8.3,8672,5.5,8.3,3.42,5.05,43.05,-1785,43.05,72.7,50.51,54.2
01/06/1996,3711.0,222.58,3879,0.3,0.15,68.63,8.2,8713,5.5,8.2,3.42,5.05,43.05,-1785,43.05,72.7,50.51,54.2
01/07/1996,3703.2,227.78,3924,1.2,-0.58,68.23,8.1,8707,5.5,8.1,3.42,5.05,42.93,-2239,42.93,72.7,50.51,54.2
01/08/1996,3867.6,227.78,3924,1.2,0.44,68.53,8.1,8714,5.5,8.1,3.42,5.05,42.93,-2239,42.93,72.7,50.51,54.2
01/09/1996,3953.7,227.78,3924,1.2,0.58,68.93,8.1,8668,5.5,8.1,3.42,5.05,42.93,-2239,42.93,72.7,50.51,54.2
01/10/1996,3979.1,236.35,3972,1.4,0.0,68.93,8.0,8641,5.5,8.0,3.42,5.05,41.32,-2605,41.32,72.7,50.51,54.2
